brand,currency,min_price,rating,five_star_scale_rating,ratings_count,condition_label,condition_description,seller_note,processor,screen_size_inches,manufacturer_color,color,hard_drive_size,hard_drive_size_unit,ram_size,ram_size_unit,ssd_size,ssd_size_unit,gpu_type,processor_speed,processor_speed_unit,laptop_type,release_year,display_width,display_height,model,os,features,country_of_manufacturer,storage_type
dell,$,382.99,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_4th_generation,14.0,other,other,,unknown,,,240.0,gigabytes,intel,2.6,GHz,laptop,,1280,720,e5440,windows,"10/100lancard,wi-fi,sdcardreader",unknown,unknown
dell,$,424.83,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_6th_generation,12.0,other,black,,unknown,,,120.0,gigabytes,intel,2.8,GHz,laptop,,,,e7270,windows,"touchscreen,10/100lancard,bluetooth,lte,backlitkeyboard,webcamintegrated,wi-fi",unknown,unknown
hp,$,399.99,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.","“Basic testing done, device powers, holds charge. Bottom of laptop has color marks as shown in ...  Read moreabout the seller notes“Basic testing done, device powers, holds charge. Bottom of laptop has color marks as shown in pictures. Item guaranteed or money back.” Read Lessabout the seller notes",intel_core_i5_11th_gen,17.3,other,silver,1.0,terabytes,12.0,gigabytes,,,unknown,,unknown,laptop,,,,hp_notebook_17by4063cl,windows,built-inwebcam,unknown,hdd
msi,$,524.99,5_out_of_5_stars,5.0,1,no_label,No description,,i5_10210u,14.0,other,other,,,16.0,gigabytes,512.0,gigabytes,other,,unknown,unknown,,,,ax201ngw,unknown,,unknown,ssd
dell,$,396.66,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_6th_generation,12.0,other,other,,unknown,,,120.0,gigabytes,intel,2.8,GHz,laptop,,,,e7270,windows,"10/100lancard,webcamintegrated,wi-fi,touchscreen,bluetooth",unknown,unknown
unknown,$,8.68,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.","“GRADO-------B  ---------prima di acquistare leggere attentamente classificazione,caratteristiche ...  Read moreabout the seller notes“GRADO-------B  ---------prima di acquistare leggere attentamente classificazione,caratteristiche condizioni cerchiamo di fornire piu informazioni possibili per paragonare i gradi degli oggetti in modo che possiate identificare il più possibile quello che state acquistandogli oggetti non comprendono caricatore,scatola o accessori almeno che non specificato” Read Lessabout the seller notes",,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
dell,$,344.88,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_5th_generation,14.0,other,other,,unknown,,,240.0,gigabytes,intel,2.7,GHz,laptop,,1280,720,e7450,windows,"10/100lancard,wi-fi,sdcardreader",unknown,unknown
microsoft,$,120.0,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_7th_gen,12.3,other,other,256.0,gigabytes,8.0,gigabytes,256.0,gigabytes,intel,2.6,GHz,unknown,,,,microsoft_surface_pro,windows,lte,unknown,ssd
dell,$,527.22,,,,very_good_refurbished,"The item shows minimal wear and is backed by a one-year warranty.
    It is fully functional and has been professionally refurbished, inspected, and cleaned to very good condition by qualified sellers.
    The item includes original or new accessories and will come in new generic packaging.",,intel_core_i5_10th_gen,14.0,other,other,,,16.0,gigabytes,256.0,gigabytes,unknown,1.7,GHz,laptop,,,,dell_latitude_7410,windows,,unknown,ssd
hannstar,$,134.48,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,does_not_apply,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
acer,$,435.0,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_11th_gen,15.6,other,black,256.0,gigabytes,16.0,gigabytes,256.0,gigabytes,nvidia,2.6,GHz,laptop,2021,1920,1080,nitro_5_an5155470kk,windows,"backlitkeyboard,built-inmicrophone,built-inwebcam,wi-fi",unknown,ssd
dell,$,85.0,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i7_2nd_gen,15.6,other,other,,,8.0,gigabytes,128.0,gigabytes,nvidia,2.2,GHz,laptop,2012,1366,768,dell_latitude_e6520,windows,"backlitkeyboard,bluetooth,built-inwebcam,wi-fi",unknown,ssd
unknown,$,338.76,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,,,other,other,,,,,,,intel,,unknown,pc,,,,,unknown,,unknown,unknown
unknown,$,394.99,,,,excellent_refurbished,"The item is in like-new condition, backed by a one-year warranty.
    It has been professionally refurbished, inspected, and cleaned to excellent condition by qualified sellers.
    The item includes original or new accessories and will come in new generic packaging.",,,,other,other,,,,,,,intel,,unknown,unknown,,,,,unknown,,unknown,unknown
chimei_innolux,$,103.24,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,does_not_apply,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
lg,$,103.24,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,does_not_apply,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
lg,$,675.0,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i7_13th_gen,17.3,other,other,1.0,terabytes,32.0,gigabytes,1.0,terabytes,unknown,,unknown,laptop,,,,lg_gram,windows,,unknown,unknown
lenovo,$,699.0,,,,excellent_refurbished,"The item is in like-new condition, backed by a one-year warranty.
    It has been professionally refurbished, inspected, and cleaned to excellent condition by qualified sellers.
    The item includes original or new accessories and will come in new generic packaging.","“Laptop fully restored by our trained technicians, this unit is in good condition. Completely reset ...  Read moreabout the seller notes“Laptop fully restored by our trained technicians, this unit is in good condition. Completely reset and reformatted with a fresh install of Windows 10 Pro OS.” Read Lessabout the seller notes",intel_core_i7,14.0,other,black,,,16.0,gigabytes,512.0,gigabytes,unknown,3.0,GHz,laptop,,,,x1_carbon_9_gen,windows,,unknown,ssd
dell,$,399.99,,,,excellent_refurbished,"The item is in like-new condition, backed by a one-year warranty.
    It has been professionally refurbished, inspected, and cleaned to excellent condition by qualified sellers.
    The item includes original or new accessories and will come in new generic packaging.",,intel_core_i7_9th_gen,14.0,other,other,1.0,terabytes,32.0,gigabytes,1.0,terabytes,unknown,,unknown,laptop,,1920,1080,latitude_5401,windows,wi-fi,unknown,ssd
unknown,$,363.88,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,,,other,other,,,,,,,intel,,unknown,unknown,,,,,unknown,,unknown,unknown
dell,$,464.98,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_6th_generation,12.0,other,black,,unknown,,,480.0,gigabytes,intel,2.3,GHz,laptop,,,,e7270,windows,"webcamintegrated,wi-fi,touchscreen,bluetooth",unknown,ssd
unknown,$,335.66,,,,seller_refurbished,"The item has been restored to working order by the eBay seller or a third party.
    This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition.
    This item may or may not be in original packaging.",,,,other,other,,,,,,,intel,,unknown,unknown,,,,,unknown,,unknown,unknown
dell,$,282.91,,,,seller_refurbished,"The item has been restored to working order by the eBay seller or a third party.
    This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition.
    This item may or may not be in original packaging.",,intel_core_i5_3rd_generation,14.0,other,other,,unknown,,,240.0,gigabytes,intel,3.1,GHz,laptop,,1280,720,e5430,windows,"10/100lancard,wi-fi",unknown,ssd
dell,$,303.77,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_4th_generation,14.0,other,other,,unknown,,,120.0,gigabytes,intel,2.6,GHz,laptop,,1280,720,e5440,windows,"10/100lancard,wi-fi,sdcardreader,bluetooth",unknown,unknown
auo,$,89.82,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,does_not_apply,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
dell,$,312.7,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_5th_generation,14.0,other,other,,unknown,,,120.0,gigabytes,intel,2.7,GHz,laptop,,1280,720,e7450,windows,"10/100lancard,wi-fi,sdcardreader",unknown,unknown
